   1   1  50.00000
   2   1  50.00000
   3   1  50.00000
   4   1  50.00000
   5   1  50.00000
   6   1  50.00000
   7   1  50.00000
   8   1  50.00000
   9   1  50.00000
  10   1  50.00000
  11   1  50.00000
  12   1  50.00000
  13   1  50.00000
  14   1  50.00000
  15   1  50.00000
  16   1  50.00000
  17   1  50.00000
  18   1  50.00000
  19   1  50.00000
  20   1  50.00000
  21   1  50.00000
  22   1  50.00000
  23   1  50.00000
  24   1  50.00000
  25   1  50.00000
  26   1  50.00000
  27   1  50.00000
  28   1  50.00000
  29   1  50.00000
  30   1  50.00000
  31   1  50.00000
  32   1  50.00000
  33   1  50.00000
  34   1  50.00000
  35   1  50.00000
  36   1  50.00000
  37   1  50.00000
  38   1  50.00000
  39   1  50.00000
  40   1  50.00000
  41   1  50.00000
  42   1  50.00000
  43   1  50.00000
  44   1  50.00000
  45   1  50.00000
  46   1  50.00000
  47   1  50.00000
  48   1  50.00000
  49   1  50.00000
  50   1  50.00000
  51   1  50.00000
  52   1  50.00000
  53   1  50.00000
  54   1  50.00000
  55   1  50.00000
  56   1  50.00000
  57   1  50.00000
  58   1  50.00000
  59   1  50.00000
  60   1  50.00000
  61   1  50.00000
  62   1  50.00000
  63   1  50.00000
  64   1  50.00000
  65   1  50.00000
  66   1  50.00000
  67   1  50.00000
  68   1  50.00000
  69   1  50.00000
  70   1  50.00000
  71   1  50.00000
  72   1  50.00000
  73   1  50.00000
  74   1  50.00000
  75   1  50.00000
  76   1  50.00000
  77   1  50.00000
  78   1  50.00000
  79   1  50.00000
  80   1  50.00000
  81   1  50.00000
  82   1  50.00000
  83   1  50.00000
  84   1  50.00000
  85   1  50.00000
  86   1  50.00000
  87   1  50.00000
  88   1  50.00000
  89   1  50.00000
  90   1  50.00000
  91   1  50.00000
  92   1  50.00000
  93   1  50.00000
  94   1  50.00000
  95   1  50.00000
  96   1  50.00000
  97   1  50.00000
  98   1  50.00000
  99   1  50.00000
 100   1  50.00000

   1   2   0.00000
   2   2  25.01116
   3   2  34.90496
   4   2  39.56403
   5   2  42.11990
   6   2  43.69955
   7   2  44.76556
   8   2  45.53259
   9   2  46.11141
  10   2  46.56439
  11   2  46.92916
  12   2  47.22974
  13   2  47.48215
  14   2  47.69753
  15   2  47.88380
  16   2  48.04680
  17   2  48.19091
  18   2  48.31946
  19   2  48.43507
  20   2  48.53978
  21   2  48.63525
  22   2  48.72282
  23   2  48.80357
  24   2  48.87841
  25   2  48.94809
  26   2  49.01325
  27   2  49.07444
  28   2  49.13211
  29   2  49.18666
  30   2  49.23843
  31   2  49.28773
  32   2  49.33481
  33   2  49.37991
  34   2  49.42324
  35   2  49.46497
  36   2  49.50526
  37   2  49.54428
  38   2  49.58215
  39   2  49.61900
  40   2  49.65494
  41   2  49.69006
  42   2  49.72448
  43   2  49.75828
  44   2  49.79154
  45   2  49.82434
  46   2  49.85677
  47   2  49.88889
  48   2  49.92077
  49   2  49.95248
  50   2  49.98409
  51   2  50.01566
  52   2  50.04727
  53   2  50.07899
  54   2  50.11086
  55   2  50.14298
  56   2  50.17540
  57   2  50.20821
  58   2  50.24147
  59   2  50.27527
  60   2  50.30969
  61   2  50.34482
  62   2  50.38076
  63   2  50.41761
  64   2  50.45548
  65   2  50.49450
  66   2  50.53481
